recording_id,label,source
e00414,0,training-e
e00415,0,training-e
e00416,0,training-e
e00417,0,training-e
e00418,0,training-e
e00419,0,training-e
e00420,0,training-e
e00421,0,training-e
e00422,0,training-e
e00423,0,training-e
e00424,0,training-e
e00425,0,training-e
e00426,0,training-e
e00427,0,training-e
e00428,0,training-e
e00429,0,training-e
e00430,0,training-e
e00431,0,training-e
e00432,0,training-e
e00433,0,training-e
e00434,0,training-e
e00435,1,training-e
e00436,0,training-e
e00437,0,training-e
e00438,0,training-e
e00439,0,training-e
e00440,0,training-e
e00441,0,training-e
e00442,0,training-e
e00443,0,training-e
e00444,0,training-e
e00445,0,training-e
e00446,0,training-e
e00447,0,training-e
e00448,0,training-e
e00449,0,training-e
e00450,0,training-e
e00451,0,training-e
e00452,0,training-e
e00453,0,training-e
e00454,0,training-e
e00455,0,training-e
e00456,1,training-e
e00457,1,training-e
e00458,0,training-e
e00459,0,training-e
e00460,0,training-e
e00461,1,training-e
e00462,0,training-e
e00463,0,training-e
e00464,0,training-e
e00465,0,training-e
e00466,0,training-e
e00467,0,training-e
e00468,0,training-e
e00469,0,training-e
e00470,0,training-e
e00471,0,training-e
e00472,0,training-e
e00473,0,training-e
e00474,0,training-e
e00475,1,training-e
e00476,0,training-e
e00477,1,training-e
e00478,0,training-e
e00479,0,training-e
e00480,0,training-e
e00481,0,training-e
e00482,0,training-e
e00483,0,training-e
e00484,0,training-e
e00485,0,training-e
e00486,0,training-e
e00487,0,training-e
e00488,0,training-e
e00489,0,training-e
e00490,0,training-e
e00491,0,training-e
e00492,0,training-e
e00493,0,training-e
e00494,0,training-e
e00495,0,training-e
e00496,0,training-e
e00497,0,training-e
e00498,0,training-e
e00499,0,training-e
e00500,0,training-e
e00501,0,training-e
e00502,0,training-e
e00503,0,training-e
e00504,0,training-e
e00505,0,training-e
e00506,0,training-e
e00507,0,training-e
e00508,0,training-e
e00509,0,training-e
e00510,0,training-e
e00511,0,training-e
e00512,0,training-e
e00513,0,training-e
e00514,0,training-e
e00515,0,training-e
e00516,0,training-e
e00517,0,training-e
e00518,0,training-e
e00519,0,training-e
e00520,0,training-e
e00521,0,training-e
e00522,0,training-e
e00523,1,training-e
e00524,0,training-e
e00525,0,training-e
e00526,1,training-e
e00527,0,training-e
e00528,1,training-e
e00529,0,training-e
e00530,0,training-e
e00531,0,training-e
e00532,0,training-e
e00533,0,training-e
e00534,0,training-e
e00535,0,training-e
e00536,1,training-e
e00537,1,training-e
e00538,0,training-e
e00539,1,training-e
e00540,0,training-e
e00541,0,training-e
e00542,0,training-e
e00543,0,training-e
e00544,0,training-e
e00545,0,training-e
e00546,0,training-e
e00547,0,training-e
e00548,0,training-e
e00549,0,training-e
e00550,0,training-e
e00551,1,training-e
e00552,0,training-e
e00553,0,training-e
e00554,0,training-e
e00555,0,training-e
e00556,0,training-e
e00557,0,training-e
e00558,0,training-e
e00559,0,training-e
e00560,0,training-e
e00561,0,training-e
e00562,1,training-e
e00563,0,training-e
e00564,0,training-e
e00565,0,training-e
e00566,0,training-e
e00567,0,training-e
e00568,0,training-e
e00569,0,training-e
e00570,0,training-e
e00571,0,training-e
e00572,0,training-e
e00573,0,training-e
e00574,0,training-e
e00575,0,training-e
e00576,0,training-e
e00577,0,training-e
e00578,0,training-e
e00579,0,training-e
e00580,0,training-e
e00581,0,training-e
e00582,0,training-e
e00583,0,training-e
e00584,0,training-e
e00585,0,training-e
e00586,0,training-e
e00587,0,training-e
e00588,0,training-e
e00589,0,training-e
e00590,0,training-e
e00591,1,training-e
e00592,0,training-e
e00593,0,training-e
e00594,0,training-e
e00595,0,training-e
e00596,0,training-e
e00597,0,training-e
e00598,0,training-e
e00599,0,training-e
e00600,0,training-e
e00601,1,training-e
e00602,0,training-e
e00603,1,training-e
e00604,0,training-e
e00605,1,training-e
e00606,0,training-e
e00607,0,training-e
e00608,0,training-e
e00609,0,training-e
e00610,0,training-e
e00611,0,training-e
e00612,0,training-e
e00613,0,training-e
e00614,0,training-e
e00615,0,training-e
e00616,0,training-e
e00617,0,training-e
e00618,0,training-e
e00619,1,training-e
e00620,0,training-e
e00621,0,training-e
e00622,1,training-e
e00623,0,training-e
e00624,0,training-e
e00625,0,training-e
e00626,0,training-e
e00627,1,training-e
e00628,0,training-e
e00629,0,training-e
e00630,0,training-e
e00631,0,training-e
e00632,0,training-e
e00633,0,training-e
e00634,0,training-e
e00635,0,training-e
e00636,0,training-e
e00637,0,training-e
e00638,0,training-e
e00639,0,training-e
e00640,0,training-e
e00641,0,training-e
e00642,0,training-e
e00643,0,training-e
e00644,0,training-e
e00645,0,training-e
e00646,0,training-e
e00647,0,training-e
e00648,1,training-e
e00649,0,training-e
e00650,0,training-e
e00651,0,training-e
e00652,0,training-e
e00653,0,training-e
e00654,0,training-e
e00655,0,training-e
e00656,0,training-e
e00657,1,training-e
e00658,0,training-e
e00659,0,training-e
e00660,0,training-e
e00661,0,training-e
e00662,0,training-e
e00663,0,training-e
e00664,0,training-e
e00665,0,training-e
e00666,0,training-e
e00667,0,training-e
e00668,0,training-e
e00669,0,training-e
e00670,1,training-e
e00671,0,training-e
e00672,0,training-e
e00673,0,training-e
e00674,0,training-e
e00675,0,training-e
e00676,0,training-e
e00677,0,training-e
e00678,0,training-e
e00679,0,training-e
e00680,0,training-e
e00681,0,training-e
e00682,0,training-e
e00683,0,training-e
e00684,0,training-e
e00685,0,training-e
e00686,0,training-e
e00687,0,training-e
e00688,0,training-e
e00689,0,training-e
e00690,0,training-e
e00691,0,training-e
e00692,0,training-e
e00693,1,training-e
e00694,0,training-e
e00695,0,training-e
e00696,0,training-e
e00697,0,training-e
e00698,0,training-e
e00699,1,training-e
e00700,0,training-e
e00701,0,training-e
e00702,0,training-e
e00703,1,training-e
e00704,0,training-e
e00705,0,training-e
e00706,0,training-e
e00707,0,training-e
e00708,0,training-e
e00709,0,training-e
e00710,0,training-e
e00711,0,training-e
e00712,0,training-e
e00713,1,training-e
e00714,0,training-e
e00715,0,training-e
e00716,0,training-e
e00717,0,training-e
e00718,0,training-e
e00719,0,training-e
e00720,0,training-e
e00721,0,training-e
e00722,0,training-e
e00723,0,training-e
e00724,0,training-e
e00725,0,training-e
e00726,0,training-e
e00727,0,training-e
e00728,0,training-e
e00729,0,training-e
e00730,0,training-e
e00731,1,training-e
e00732,0,training-e
e00733,0,training-e
e00734,0,training-e
e00735,0,training-e
e00736,0,training-e
e00737,1,training-e
e00738,0,training-e
e00739,0,training-e
e00740,0,training-e
e00741,0,training-e
e00742,0,training-e
e00743,0,training-e
e00744,0,training-e
e00745,0,training-e
e00746,0,training-e
e00747,0,training-e
e00748,0,training-e
e00749,0,training-e
e00750,0,training-e
e00751,0,training-e
e00752,0,training-e
e00753,0,training-e
e00754,0,training-e
e00755,0,training-e
e00756,0,training-e
e00757,0,training-e
e00758,0,training-e
e00759,0,training-e
e00760,0,training-e
e00761,0,training-e
e00762,0,training-e
e00763,0,training-e
e00764,0,training-e
e00765,0,training-e
e00766,1,training-e
e00767,0,training-e
e00768,0,training-e
e00769,0,training-e
e00770,0,training-e
e00771,0,training-e
e00772,0,training-e
e00773,0,training-e
e00774,0,training-e
e00775,0,training-e
e00776,0,training-e
e00777,0,training-e
e00778,0,training-e
e00779,0,training-e
e00780,0,training-e
e00781,0,training-e
e00782,0,training-e
e00783,0,training-e
e00784,0,training-e
e00785,0,training-e
e00786,0,training-e
e00787,0,training-e
e00788,0,training-e
e00789,0,training-e
e00790,0,training-e
e00791,0,training-e
e00792,1,training-e
e00793,0,training-e
e00794,0,training-e
e00795,0,training-e
e00796,0,training-e
e00797,0,training-e
e00798,0,training-e
e00799,0,training-e
e00800,0,training-e
e00801,0,training-e
e00802,0,training-e
e00803,0,training-e
e00804,0,training-e
e00805,0,training-e
e00806,0,training-e
e00807,0,training-e
e00808,0,training-e
e00809,0,training-e
e00810,0,training-e
e00811,1,training-e
e00812,1,training-e
e00813,0,training-e
e00814,0,training-e
e00815,0,training-e
e00816,0,training-e
e00817,0,training-e
e00818,0,training-e
e00819,0,training-e
e00820,0,training-e
e00821,0,training-e
e00822,0,training-e
e00823,0,training-e
e00824,1,training-e
e00825,0,training-e
e00826,0,training-e
e00827,0,training-e
e00828,0,training-e
e00829,0,training-e
e00830,0,training-e
e00831,0,training-e
e00832,0,training-e
e00833,0,training-e
e00834,0,training-e
e00835,0,training-e
e00836,0,training-e
e00837,0,training-e
e00838,0,training-e
e00839,0,training-e
e00840,0,training-e
e00841,1,training-e
e00842,0,training-e
e00843,0,training-e
e00844,0,training-e
e00845,0,training-e
e00846,0,training-e
e00847,1,training-e
e00848,0,training-e
e00849,0,training-e
e00850,0,training-e
e00851,0,training-e
e00852,0,training-e
e00853,0,training-e
e00854,0,training-e
e00855,0,training-e
e00856,0,training-e
e00857,0,training-e
e00858,0,training-e
e00859,0,training-e
e00860,0,training-e
e00861,0,training-e
e00862,0,training-e
e00863,0,training-e
e00864,0,training-e
e00865,0,training-e
e00866,0,training-e
e00867,0,training-e
e00868,0,training-e
e00869,0,training-e
e00870,0,training-e
e00871,1,training-e
e00872,0,training-e
e00873,0,training-e
e00874,0,training-e
e00875,0,training-e
e00876,0,training-e
e00877,0,training-e
e00878,0,training-e
e00879,0,training-e
e00880,1,training-e
e00881,0,training-e
e00882,0,training-e
e00883,0,training-e
e00884,0,training-e
e00885,0,training-e
e00886,0,training-e
e00887,0,training-e
e00888,0,training-e
e00889,0,training-e
e00890,0,training-e
e00891,0,training-e
e00892,0,training-e
e00893,0,training-e
e00894,0,training-e
e00895,0,training-e
e00896,0,training-e
e00897,0,training-e
e00898,0,training-e
e00899,0,training-e
e00900,0,training-e
e00901,0,training-e
e00902,0,training-e
e00903,0,training-e
e00904,0,training-e
e00905,0,training-e
e00906,0,training-e
e00907,0,training-e
e00908,0,training-e
e00909,0,training-e
e00910,0,training-e
e00911,0,training-e
e00912,0,training-e
e00913,0,training-e
e00914,0,training-e
e00915,0,training-e
e00916,0,training-e
e00917,1,training-e
e00918,0,training-e
e00919,0,training-e
e00920,0,training-e
e00921,1,training-e
e00922,0,training-e
e00923,0,training-e
e00924,1,training-e
e00925,1,training-e
e00926,0,training-e
e00927,0,training-e
e00928,0,training-e
e00929,1,training-e
e00930,0,training-e
e00931,0,training-e
e00932,0,training-e
e00933,0,training-e
e00934,0,training-e
e00935,1,training-e
e00936,1,training-e
e00937,0,training-e
e00938,0,training-e
e00939,0,training-e
e00940,0,training-e
e00941,0,training-e
e00942,0,training-e
e00943,0,training-e
e00944,0,training-e
e00945,0,training-e
e00946,0,training-e
e00947,0,training-e
e00948,0,training-e
e00949,0,training-e
e00950,0,training-e
e00951,0,training-e
e00952,0,training-e
e00953,0,training-e
e00954,0,training-e
e00955,0,training-e
e00956,0,training-e
e00957,0,training-e
e00958,0,training-e
e00959,0,training-e
e00960,0,training-e
e00961,0,training-e
e00962,0,training-e
e00963,0,training-e
e00964,0,training-e
e00965,0,training-e
e00966,0,training-e
e00967,1,training-e
e00968,0,training-e
e00969,0,training-e
e00970,0,training-e
e00971,0,training-e
e00972,0,training-e
e00973,0,training-e
e00974,0,training-e
e00975,0,training-e
e00976,0,training-e
e00977,0,training-e
e00978,0,training-e
e00979,0,training-e
e00980,1,training-e
e00981,0,training-e
e00982,0,training-e
e00983,0,training-e
e00984,0,training-e
e00985,0,training-e
e00986,0,training-e
e00987,0,training-e
e00988,0,training-e
e00989,0,training-e
e00990,0,training-e
e00991,0,training-e
e00992,0,training-e
e00993,0,training-e
e00994,0,training-e
e00995,0,training-e
e00996,0,training-e
e00997,0,training-e
e00998,1,training-e
e00999,0,training-e
e01000,0,training-e
e01001,0,training-e
e01002,0,training-e
e01003,0,training-e
e01004,0,training-e
e01005,0,training-e
e01006,0,training-e
e01007,0,training-e
e01008,0,training-e
e01009,0,training-e
e01010,0,training-e
e01011,0,training-e
e01012,0,training-e
e01013,1,training-e
e01014,0,training-e
e01015,0,training-e
e01016,1,training-e
e01017,0,training-e
e01018,0,training-e
e01019,0,training-e
e01020,0,training-e
e01021,0,training-e
e01022,0,training-e
e01023,0,training-e
e01024,0,training-e
e01025,0,training-e
e01026,0,training-e
e01027,0,training-e
e01028,0,training-e
e01029,0,training-e
e01030,0,training-e
e01031,0,training-e
e01032,0,training-e
e01033,0,training-e
e01034,0,training-e
e01035,0,training-e
e01036,0,training-e
e01037,0,training-e
e01038,0,training-e
e01039,0,training-e
e01040,0,training-e
e01041,0,training-e
e01042,0,training-e
e01043,0,training-e
e01044,0,training-e
e01045,0,training-e
e01046,0,training-e
e01047,0,training-e
e01048,0,training-e
e01049,0,training-e
e01050,0,training-e
e01051,0,training-e
e01052,0,training-e
e01053,0,training-e
e01054,0,training-e
e01055,1,training-e
e01056,0,training-e
e01057,0,training-e
e01058,0,training-e
e01059,0,training-e
e01060,0,training-e
e01061,0,training-e
e01062,1,training-e
e01063,0,training-e
e01064,0,training-e
e01065,0,training-e
e01066,0,training-e
e01067,0,training-e
e01068,0,training-e
e01069,0,training-e
e01070,0,training-e
e01071,0,training-e
e01072,0,training-e
e01073,0,training-e
e01074,0,training-e
e01075,0,training-e
e01076,0,training-e
e01077,0,training-e
e01078,0,training-e
e01079,0,training-e
e01080,0,training-e
e01081,0,training-e
e01082,0,training-e
e01083,0,training-e
e01084,1,training-e
e01085,0,training-e
e01086,0,training-e
e01087,0,training-e
e01088,0,training-e
e01089,0,training-e
e01090,0,training-e
e01091,0,training-e
e01092,0,training-e
e01093,0,training-e
e01094,0,training-e
e01095,0,training-e
e01096,0,training-e
e01097,1,training-e
e01098,0,training-e
e01099,0,training-e
e01100,0,training-e
e01101,0,training-e
e01102,0,training-e
e01103,0,training-e
e01104,0,training-e
e01105,1,training-e
e01106,0,training-e
e01107,0,training-e
e01108,0,training-e
e01109,0,training-e
e01110,0,training-e
e01111,0,training-e
e01112,0,training-e
e01113,0,training-e
e01114,0,training-e
e01115,1,training-e
e01116,0,training-e
e01117,0,training-e
e01118,0,training-e
e01119,0,training-e
e01120,0,training-e
e01121,0,training-e
e01122,0,training-e
e01123,0,training-e
e01124,0,training-e
e01125,0,training-e
e01126,0,training-e
e01127,0,training-e
e01128,0,training-e
e01129,0,training-e
e01130,0,training-e
e01131,0,training-e
e01132,0,training-e
e01133,0,training-e
e01134,0,training-e
e01135,0,training-e
e01136,0,training-e
e01137,0,training-e
e01138,0,training-e
e01139,0,training-e
e01140,0,training-e
e01141,0,training-e
e01142,0,training-e
e01143,0,training-e
e01144,0,training-e
e01145,0,training-e
e01146,0,training-e
e01147,0,training-e
e01148,0,training-e
e01149,0,training-e
e01150,0,training-e
e01151,0,training-e
e01152,0,training-e
e01153,0,training-e
e01154,0,training-e
e01155,0,training-e
e01156,0,training-e
e01157,0,training-e
e01158,0,training-e
e01159,0,training-e
e01160,1,training-e
e01161,0,training-e
e01162,0,training-e
e01163,0,training-e
e01164,0,training-e
e01165,0,training-e
e01166,0,training-e
e01167,0,training-e
e01168,0,training-e
e01169,0,training-e
e01170,0,training-e
e01171,0,training-e
e01172,0,training-e
e01173,0,training-e
e01174,0,training-e
e01175,0,training-e
e01176,0,training-e
e01177,0,training-e
e01178,0,training-e
e01179,0,training-e
e01180,0,training-e
e01181,0,training-e
e01182,0,training-e
e01183,0,training-e
e01184,0,training-e
e01185,0,training-e
e01186,0,training-e
e01187,0,training-e
e01188,0,training-e
e01189,0,training-e
e01190,0,training-e
e01191,0,training-e
e01192,0,training-e
e01193,0,training-e
e01194,0,training-e
e01195,0,training-e
e01196,0,training-e
e01197,0,training-e
e01198,0,training-e
e01199,0,training-e
e01200,0,training-e
e01201,0,training-e
e01202,0,training-e
e01203,0,training-e
e01204,0,training-e
e01205,1,training-e
e01206,0,training-e
e01207,0,training-e
e01208,0,training-e
e01209,0,training-e
e01210,0,training-e
e01211,0,training-e
e01212,0,training-e
e01213,0,training-e
e01214,0,training-e
e01215,1,training-e
e01216,0,training-e
e01217,0,training-e
e01218,1,training-e
e01219,0,training-e
e01220,0,training-e
e01221,0,training-e
e01222,0,training-e
e01223,0,training-e
e01224,0,training-e
e01225,0,training-e
e01226,1,training-e
e01227,0,training-e
e01228,0,training-e
e01229,0,training-e
e01230,0,training-e
e01231,0,training-e
e01232,0,training-e
e01233,0,training-e
e01234,0,training-e
e01235,0,training-e
e01236,0,training-e
e01237,1,training-e
e01238,0,training-e
e01239,0,training-e
e01240,0,training-e
e01241,0,training-e
e01242,0,training-e
e01243,0,training-e
e01244,0,training-e
e01245,0,training-e
e01246,1,training-e
e01247,0,training-e
e01248,0,training-e
e01249,0,training-e
e01250,0,training-e
e01251,0,training-e
e01252,0,training-e
e01253,0,training-e
e01254,0,training-e
e01255,0,training-e
e01256,1,training-e
e01257,0,training-e
e01258,0,training-e
e01259,0,training-e
e01260,0,training-e
e01261,0,training-e
e01262,0,training-e
e01263,1,training-e
e01264,0,training-e
e01265,0,training-e
e01266,0,training-e
e01267,0,training-e
e01268,0,training-e
e01269,0,training-e
e01270,0,training-e
e01271,0,training-e
e01272,1,training-e
e01273,0,training-e
e01274,0,training-e
e01275,0,training-e
e01276,0,training-e
e01277,0,training-e
e01278,0,training-e
e01279,0,training-e
e01280,1,training-e
e01281,0,training-e
e01282,0,training-e
e01283,0,training-e
e01284,1,training-e
e01285,0,training-e
e01286,0,training-e
e01287,0,training-e
e01288,0,training-e
e01289,1,training-e
e01290,0,training-e
e01291,0,training-e
e01292,0,training-e
e01293,0,training-e
e01294,0,training-e
e01295,0,training-e
e01296,0,training-e
e01297,0,training-e
e01298,1,training-e
e01299,1,training-e
e01300,0,training-e
e01301,0,training-e
e01302,0,training-e
e01303,0,training-e
e01304,0,training-e
e01305,0,training-e
e01306,0,training-e
e01307,1,training-e
e01308,0,training-e
e01309,0,training-e
e01310,0,training-e
e01311,0,training-e
e01312,0,training-e
e01313,0,training-e
e01314,0,training-e
e01315,0,training-e
e01316,0,training-e
e01317,0,training-e
e01318,0,training-e
e01319,0,training-e
e01320,0,training-e
e01321,0,training-e
e01322,0,training-e
e01323,0,training-e
e01324,0,training-e
e01325,0,training-e
e01326,0,training-e
e01327,0,training-e
e01328,0,training-e
e01329,0,training-e
e01330,0,training-e
e01331,0,training-e
e01332,0,training-e
e01333,0,training-e
e01334,0,training-e
e01335,0,training-e
e01336,0,training-e
e01337,0,training-e
e01338,0,training-e
e01339,0,training-e
e01340,0,training-e
e01341,1,training-e
e01342,0,training-e
e01343,0,training-e
e01344,0,training-e
e01345,0,training-e
e01346,0,training-e
e01347,0,training-e
e01348,0,training-e
e01349,0,training-e
e01350,0,training-e
e01351,1,training-e
e01352,0,training-e
e01353,0,training-e
e01354,0,training-e
e01355,0,training-e
e01356,0,training-e
e01357,0,training-e
e01358,0,training-e
e01359,0,training-e
e01360,0,training-e
e01361,0,training-e
e01362,0,training-e
e01363,0,training-e
e01364,0,training-e
e01365,1,training-e
e01366,0,training-e
e01367,1,training-e
e01368,0,training-e
e01369,0,training-e
e01370,0,training-e
e01371,0,training-e
e01372,0,training-e
e01373,0,training-e
e01374,1,training-e
e01375,1,training-e
e01376,1,training-e
e01377,0,training-e
e01378,0,training-e
e01379,0,training-e
e01380,0,training-e
e01381,0,training-e
e01382,1,training-e
e01383,1,training-e
e01384,0,training-e
e01385,0,training-e
e01386,0,training-e
e01387,0,training-e
e01388,0,training-e
e01389,0,training-e
e01390,0,training-e
e01391,0,training-e
e01392,0,training-e
e01393,0,training-e
e01394,0,training-e
e01395,0,training-e
e01396,0,training-e
e01397,0,training-e
e01398,0,training-e
e01399,1,training-e
e01400,0,training-e
e01401,0,training-e
e01402,0,training-e
e01403,0,training-e
e01404,0,training-e
e01405,0,training-e
e01406,0,training-e
e01407,0,training-e
e01408,0,training-e
e01409,0,training-e
e01410,0,training-e
e01411,0,training-e
e01412,0,training-e
e01413,0,training-e
e01414,0,training-e
e01415,0,training-e
e01416,0,training-e
e01417,0,training-e
e01418,0,training-e
e01419,0,training-e
e01420,0,training-e
e01421,1,training-e
e01422,0,training-e
e01423,0,training-e
e01424,0,training-e
e01425,0,training-e
e01426,0,training-e
e01427,0,training-e
e01428,0,training-e
e01429,0,training-e
e01430,0,training-e
e01431,0,training-e
e01432,0,training-e
e01433,0,training-e
e01434,0,training-e
e01435,0,training-e
e01436,0,training-e
e01437,0,training-e
e01438,0,training-e
e01439,0,training-e
e01440,0,training-e
e01441,0,training-e
e01442,0,training-e
e01443,0,training-e
e01444,0,training-e
e01445,0,training-e
e01446,0,training-e
e01447,0,training-e
e01448,0,training-e
e01449,0,training-e
e01450,0,training-e
e01451,0,training-e
e01452,0,training-e
e01453,0,training-e
e01454,0,training-e
e01455,0,training-e
e01456,0,training-e
e01457,1,training-e
e01458,0,training-e
e01459,0,training-e
e01460,0,training-e
e01461,1,training-e
e01462,0,training-e
e01463,0,training-e
e01464,0,training-e
e01465,0,training-e
e01466,0,training-e
e01467,0,training-e
e01468,0,training-e
e01469,0,training-e
e01470,0,training-e
e01471,0,training-e
e01472,0,training-e
e01473,0,training-e
e01474,0,training-e
e01475,0,training-e
e01476,0,training-e
e01477,0,training-e
e01478,0,training-e
e01479,1,training-e
e01480,0,training-e
e01481,0,training-e
e01482,0,training-e
e01483,1,training-e
e01484,0,training-e
e01485,0,training-e
e01486,0,training-e
e01487,0,training-e
e01488,0,training-e
e01489,0,training-e
e01490,0,training-e
e01491,0,training-e
e01492,0,training-e
e01493,0,training-e
e01494,1,training-e
e01495,0,training-e
e01496,0,training-e
e01497,0,training-e
e01498,0,training-e
e01499,0,training-e
e01500,0,training-e
e01501,0,training-e
e01502,1,training-e
e01503,0,training-e
e01504,0,training-e
e01505,0,training-e
e01506,0,training-e
e01507,0,training-e
e01508,0,training-e
e01509,0,training-e
e01510,0,training-e
e01511,1,training-e
e01512,0,training-e
e01513,0,training-e
e01514,0,training-e
e01515,0,training-e
e01516,0,training-e
e01517,0,training-e
e01518,0,training-e
e01519,0,training-e
e01520,0,training-e
e01521,0,training-e
e01522,0,training-e
e01523,0,training-e
e01524,0,training-e
e01525,0,training-e
e01526,0,training-e
e01527,0,training-e
e01528,0,training-e
e01529,1,training-e
e01530,0,training-e
e01531,1,training-e
e01532,0,training-e
e01533,0,training-e
e01534,0,training-e
e01535,0,training-e
e01536,0,training-e
e01537,0,training-e
e01538,0,training-e
e01539,0,training-e
e01540,0,training-e
e01541,0,training-e
e01542,0,training-e
e01543,0,training-e
e01544,0,training-e
e01545,0,training-e
e01546,0,training-e
e01547,0,training-e
e01548,0,training-e
e01549,0,training-e
e01550,0,training-e
e01551,0,training-e
e01552,0,training-e
e01553,0,training-e
e01554,0,training-e
e01555,0,training-e
e01556,0,training-e
e01557,0,training-e
e01558,0,training-e
e01559,1,training-e
e01560,0,training-e
e01561,0,training-e
e01562,0,training-e
e01563,0,training-e
e01564,0,training-e
e01565,0,training-e
e01566,0,training-e
e01567,0,training-e
e01568,1,training-e
e01569,0,training-e
e01570,0,training-e
e01571,0,training-e
e01572,1,training-e
e01573,0,training-e
e01574,0,training-e
e01575,0,training-e
e01576,0,training-e
e01577,0,training-e
e01578,0,training-e
e01579,0,training-e
e01580,0,training-e
e01581,1,training-e
e01582,0,training-e
e01583,0,training-e
e01584,0,training-e
e01585,0,training-e
e01586,0,training-e
e01587,0,training-e
e01588,0,training-e
e01589,0,training-e
e01590,0,training-e
e01591,0,training-e
e01592,0,training-e
e01593,0,training-e
e01594,0,training-e
e01595,0,training-e
e01596,0,training-e
e01597,0,training-e
e01598,0,training-e
e01599,0,training-e
e01600,0,training-e
e01601,1,training-e
e01602,1,training-e
e01603,0,training-e
e01604,0,training-e
e01605,1,training-e
e01606,0,training-e
e01607,0,training-e
e01608,0,training-e
e01609,0,training-e
e01610,0,training-e
e01611,0,training-e
e01612,0,training-e
e01613,0,training-e
e01614,0,training-e
e01615,0,training-e
e01616,0,training-e
e01617,0,training-e
e01618,0,training-e
e01619,0,training-e
e01620,0,training-e
e01621,0,training-e
e01622,0,training-e
e01623,1,training-e
e01624,0,training-e
e01625,0,training-e
e01626,0,training-e
e01627,0,training-e
e01628,0,training-e
e01629,0,training-e
e01630,0,training-e
e01631,0,training-e
e01632,0,training-e
e01633,0,training-e
e01634,0,training-e
e01635,0,training-e
e01636,0,training-e
e01637,1,training-e
e01638,1,training-e
e01639,0,training-e
e01640,0,training-e
e01641,0,training-e
e01642,0,training-e
e01643,0,training-e
e01644,0,training-e
e01645,0,training-e
e01646,0,training-e
e01647,0,training-e
e01648,0,training-e
e01649,0,training-e
e01650,0,training-e
e01651,1,training-e
e01652,0,training-e
e01653,0,training-e
e01654,0,training-e
e01655,0,training-e
e01656,0,training-e
e01657,0,training-e
e01658,0,training-e
e01659,0,training-e
e01660,0,training-e
e01661,1,training-e
e01662,0,training-e
e01663,0,training-e
e01664,0,training-e
e01665,1,training-e
e01666,0,training-e
e01667,0,training-e
e01668,1,training-e
e01669,0,training-e
e01670,0,training-e
e01671,0,training-e
e01672,0,training-e
e01673,0,training-e
e01674,0,training-e
e01675,0,training-e
e01676,0,training-e
e01677,0,training-e
e01678,0,training-e
e01679,0,training-e
e01680,0,training-e
e01681,0,training-e
e01682,0,training-e
e01683,0,training-e
e01684,1,training-e
e01685,0,training-e
e01686,1,training-e
e01687,0,training-e
e01688,0,training-e
e01689,1,training-e
e01690,0,training-e
e01691,0,training-e
e01692,0,training-e
e01693,0,training-e
e01694,0,training-e
e01695,0,training-e
e01696,0,training-e
e01697,1,training-e
e01698,0,training-e
e01699,0,training-e
e01700,0,training-e
e01701,0,training-e
e01702,0,training-e
e01703,0,training-e
e01704,0,training-e
e01705,0,training-e
e01706,0,training-e
e01707,0,training-e
e01708,0,training-e
e01709,0,training-e
e01710,0,training-e
e01711,1,training-e
e01712,0,training-e
e01713,0,training-e
e01714,0,training-e
e01715,0,training-e
e01716,0,training-e
e01717,0,training-e
e01718,0,training-e
e01719,1,training-e
e01720,0,training-e
e01721,0,training-e
e01722,0,training-e
e01723,0,training-e
e01724,0,training-e
e01725,0,training-e
e01726,0,training-e
e01727,0,training-e
e01728,0,training-e
e01729,0,training-e
e01730,0,training-e
e01731,0,training-e
e01732,1,training-e
e01733,0,training-e
e01734,0,training-e
e01735,0,training-e
e01736,0,training-e
e01737,0,training-e
e01738,0,training-e
e01739,0,training-e
e01740,0,training-e
e01741,0,training-e
e01742,0,training-e
e01743,0,training-e
e01744,0,training-e
e01745,0,training-e
e01746,0,training-e
e01747,0,training-e
e01748,0,training-e
e01749,0,training-e
e01750,0,training-e
e01751,0,training-e
e01752,0,training-e
e01753,0,training-e
e01754,0,training-e
e01755,0,training-e
e01756,1,training-e
e01757,0,training-e
e01758,0,training-e
e01759,0,training-e
e01760,0,training-e
e01761,0,training-e
e01762,0,training-e
e01763,0,training-e
e01764,0,training-e
e01765,0,training-e
e01766,1,training-e
e01767,0,training-e
e01768,0,training-e
e01769,0,training-e
e01770,0,training-e
e01771,0,training-e
e01772,0,training-e
e01773,0,training-e
e01774,0,training-e
e01775,0,training-e
e01776,0,training-e
e01777,0,training-e
e01778,0,training-e
e01779,0,training-e
e01780,0,training-e
e01781,0,training-e
e01782,0,training-e
e01783,0,training-e
e01784,0,training-e
e01785,0,training-e
e01786,0,training-e
e01787,1,training-e
e01788,0,training-e
e01789,0,training-e
e01790,0,training-e
e01791,1,training-e
e01792,0,training-e
e01793,0,training-e
e01794,0,training-e
e01795,0,training-e
e01796,0,training-e
e01797,0,training-e
e01798,0,training-e
e01799,0,training-e
e01800,0,training-e
e01801,0,training-e
e01802,0,training-e
e01803,0,training-e
e01804,0,training-e
e01805,0,training-e
e01806,0,training-e
e01807,0,training-e
e01808,0,training-e
e01809,0,training-e
e01810,0,training-e
e01811,0,training-e
e01812,1,training-e
